Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	EDU	NAT_1	NAT_2	NAT_3	NAT_6	LNG1	EXCLUDE	LNG2	EXP1	EXP2	EXP3	RHAB
448	Male	56	West	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	A	4	4	4	4	4	4	4	4	4	4	4	4	4	3	0	2	0	0	0	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Baptist	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Retired	Nevada	Yes		Native	5	5	5	6
459	Female	26	West	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	1	0	0	0	0	0	5	1	10	1	2	4	5	3	4	3	3	6	1	4	4	6	1	Apostolic 	Junior High School / Middle School	Cleveland 	Oh 	None	Ohio 	Yes			1	1	1	1
468	Female	25	Midwest	4	5	4	5	1	1	3	1	5	5	4	4	3	5	1	3	1	4	6	A	7	3	3	2	3	1	1	1	5	1	1	4	4	1	1	2	1	1	0	0	1	1	0	0	7	0	5	0	9	0	2	0	0	6	6	1	1	5	6	5	2	5	1	7	6	7	4	4	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Sales	Missouri	Yes			1	1	1	1
498	Female	48	Midwest	3	3	2	4	4	2	2	2	7	7	4	4	4	4	5	5	5	7	5	A	3	3	3	2	2	2	1	2	2	2	2	1	1	4	4	4	4	4	4	5	6	4	0	4	6	0	7	7	4	3	3	2	1	2	7	3	1	5	7	6	1	3	1	7	4	7	6	6	Christian 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Photographer 	Illinois 	Yes			2	1	1	10
1496	Female	33	Midwest	5	4	4	5	5	4	5	4	7	7	4	6	6	7	7	6	3	6	3	A	2	1	2	2	4	1	1	1	3	1	1	1	1	4	4	4	4	4	2	5	4	4	0	0	7	0	7	9	10	8	8	8	9	9	6	2	5	7	7	7	1	5	1	7	6	7	5	7	babtist christian	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	customer service rep	KS	Yes			6	5	3	1
502	Female	27	West	5	5	4	5	5	5	4	5	4	7	5	6	6	6	6	5	6	5	7	A	7	4	7	7	6	6	6	7	5	6	6	7	4	1	1	2	0	-3	3	8	8	9	6	6	8	10	5	9	8	6	9	6	9	7	7	6	6	6	7	5	6	7	6	6	7	5	5	3	Catholic	Junior High School / Middle School	United states	Utah	Sales	Utah	Yes		Native	5	1	1	0
875	Male	32	South	5	5	1	5	1	3	3	2	6	4	4	4	5	5	5	4	4	4	5	B	3	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	4	4	8	8	0	0	0	5	0	0	0	5	0	10	0	0	5	6	2	2	6	6	6	6	2	1	6	6	4	4	4	Christian 	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Project manager 	OK	Yes			2	1	1	10
834	Female	27	Midwest	5	5	1	5	3	3	1	2	6	1	6	1	1	4	1	3	2	1	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	0	2	4	0	10	10	0	0	2	0	9	0	10	5	10	10	5	10	7	1	1	7	7	6	2	7	5	7	7	7	4	7	Christian	Junior High School / Middle School	USA	USA	None	AZ	Yes			1	1	1	3
667	Female	53	Midwest	4	5	4	4	4	4	5	2	6	4	5	5	4	5	6	5	5	6	6	A	5	4	3	3	4	6	4	3	2	5	6	4	5	4	3	2	4	3	3	9	0	0	0	0	3	0	0	0	3	0	3	0	0	2	7	6	7	6	6	6	6	5	6	6	7	7	7	6	Midwest	Other	United States	United States	Retired	MI	Yes		Native	4	3	2	3
1263	Female	24	Midwest	3	4	2	5	5	4	5	2	4	1	4	3	1	7	1	2	4	1	1	A	1	4	7	2	2	1	1	1	4	1	1	2	2	3	3	4	0	4	3	2	10	5	1	4	10	2	10	2	10	10	10	10	10	10	6	5	3	2	6	5	5	7	3	5	4	7	1	5	Jewish 	University / College / Undergraduate School (Bachelor Degree)	Usa	USA 	Data entry 	Michigan 	Yes			3	3	1	2
650	Female	40	Midwest	4	4	4	5	4	3	4	3	7	5	6	7	5	7	6	6	4	6	7	A	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	3	2	5	0	0	5	6	0	0	3	10	2	8	0	8	10	7	2	1	6	7	7	1	4	1	7	7	6	7	6	Methodist 	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Deli manager 	Mo	Yes			6	2	1	10
946	Female	58	Midwest	4	5	1	4	3	2	2	1	6	3	3	3	2	7	4	4	2	3	1	B	1	1	1	4	3	2	1	1	4	1	1	1	1	4	4	4	4	4	4	6	6	0	0	5	7	0	0	0	6	0	7	0	0	7	6	4	4	5	6	6	6	4	2	6	6	6	4	6	christian	Junior High School / Middle School	United States	United States	homemaker	MO	Yes			2	1	1	2
729	Female	22	Midwest	5	4	5	5	3	2	5	5	5	7	4	3	4	7	3	4	5	5	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	10	10	3	0	8	0	0	0	0	0	0	2	1	0	0	4	7	2	6	7	5	4	4	6	5	4	6	5	3	Christian 	University / College / Undergraduate School (Bachelor Degree)	USA	USA 	Cashier 	Illinois 	Yes			7	1	1	7
1105	Female	60	Midwest	3	3	2	5	3	2	2	1	7	5	4	3	4	7	1	5	1	4	1	A	2	2	4	2	2	1	1	1	2	1	1	2	2	4	4	4	4	4	4	2	2	0	0	0	7	0	0	1	9	5	2	1	1	6	7	2	2	7	7	7	1	4	1	7	7	7	6	5	Roman Catholic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Homemaker	IA	Yes			5	2	1	4
1172	Male	56	West	1	1	1	4	4	1	1	1	7	6	1	1	2	7	2	6	1	2	1	B	2	1	3	7	2	2	1	1	4	1	1	3	3	-4	-4	-4	0	-4	-1	0	0	0	0	4	0	0	6	0	10	10	1	0	0	5	5	1	2	7	7	7	7	1	1	6	7	7	7	2	no thank you	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	disabled/unemployed	AZ	Yes			2	2	1	0
1415	Male	35	West	4	4	5	4	4	3	5	4	7	6	6	6	4	4	5	6	3	7	6	A	4	2	4	5	2	1	1	1	2	1	1	2	1	3	3	3	4	3	4	9	7	9	8	5	6	0	5	6	10	5	5	10	5	10	5	1	1	7	7	7	7	7	7	6	7	7	7	7	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Senior Manager	California	Yes			6	5	2	10
488	Male	40	South	5	5	5	5	5	5	5	4	7	7	7	7	7	7	7	7	7	7	7	A	4	4	4	4	4	4	4	4	4	5	5	4	4	3	2	2	2	2	2	10	8	8	9	7	8	8	8	8	8	8	7	8	7	8	6	4	5	5	6	5	5	6	5	5	5	6	3	6	christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	FULL TIME EMPLOYEE	GEORGIA	Yes		Native	4	4	4	7
8385	Female	46	South	3	4	3	4	2	3	5	2	7	6	4	5	6	7	6	6	4	5	5	A	2	4	4	4	4	3	3	2	4	3	1	4	2	4	3	3	4	4	3	2	4	0	0	1	4	0	1	1	3	1	3	1	1	2	6	5	2	5	5	5	2	4	4	5	6	5	4	6	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	none	TN	Yes			1	2	1	10
1607	Male	20	Midwest	5	4	1	5	3	4	5	3	7	7	4	7	6	3	7	7	6	7	7	A	1	2	7	5	7	6	6	6	3	5	5	6	7	0	2	4	3	2	0	10	5	10	8	5	8	5	5	0	0	5	10	7	5	9	1	7	1	7	4	7	1	1	1	7	4	7	1	1	Islam	University / College / Undergraduate School (Bachelor Degree)	United state	USA	Student 	US	No		Conversational	3	2	1	10
954	Male	59	West	2	2	2	4	3	2	3	1	7	5	2	5	3	5	5	5	2	3	3	A	3	3	2	3	3	2	1	2	5	3	1	4	3	3	2	3	3	3	-1	0	8	0	0	0	8	0	0	0	8	0	9	6	0	8	5	3	4	6	5	5	3	4	3	5	6	4	4	4	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Retired Software Engineer	Utah	Yes			4	2	1	0
1042	Male	59	Midwest	5	3	5	5	3	4	5	1	7	4	4	7	4	4	1	7	7	4	6	A	1	1	1	7	7	7	7	1	7	1	1	7	7	-4	-4	4	4	4	4	0	1	0	0	0	2	0	5	0	10	5	0	0	0	2	6	5	2	5	2	2	2	2	2	6	7	6	6	6	None	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	Tech	California	Yes			7	3	2	0
821	Male	22	South	3	3	5	2	3	3	2	2	5	6	4	4	4	7	4	4	6	4	4	B	4	1	4	1	1	4	4	3	3	1	4	4	6	0	-2	3	2	0	0	8	5	5	5	5	1	5	6	2	3	5	2	2	4	5	4	2	5	7	7	6	4	5	4	5	5	4	5	4	Black Africa American	Junior High School / Middle School	United State	Mobile,Al 	No	Al	Yes			2	2	4	3
1334	Female	60	South	1	1	1	4	4	4	2	3	6	3	1	1	2	4	1	1	1	2	1	A	6	6	4	6	6	1	1	4	6	1	1	4	4	4	4	4	4	4	4	10	10	0	0	0	10	0	10	0	10	5	10	5	10	8	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Seventh day adventist	Other	United States	United States	Clerical medical	FL	Yes			8	1	1	5
1878	Male	48	West	1	1	1	1	1	1	1	1	7	7	7	7	7	7	7	7	1	7	7	A	1	1	7	1	1	1	1	1	7	1	1	7	3	4	0	4	4	4	4	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	1	4	1	1	1	7	4	1	4	1	7	1	7	7	New age 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	USA	n/a	CA	Yes			3	1	1	0
559	Female	32	South	1	2	1	2	2	2	4	3	3	2	2	3	3	3	2	2	3	4	4	A	7	4	3	3	4	4	4	4	3	3	4	4	4	3	-2	-4	-4	2	2	2	4	4	4	4	4	4	5	5	5	3	4	4	1	3	4	5	4	4	4	4	4	4	5	4	5	4	4	5	Baptist	University / College / Undergraduate School (Bachelor Degree)	US	US	Unemployed 	NC	Yes			2	1	1	2
671	Male	34	Midwest	5	3	3	4	4	3	3	3	5	4	5	5	5	7	6	7	4	6	6	A	5	6	5	6	5	5	6	4	5	5	6	6	5	3	1	2	2	2	-2	6	7	3	7	7	8	9	7	9	8	8	7	7	7	8	4	6	6	3	3	3	3	4	3	3	3	5	4	5	Midwest	Graduate University / Professional School (Master's Degree, Doctoral Degree)	American	New York	Bank Manager	New York	Yes		Basic	2	5	2	10
963	Male	58	South	3	3	2	2	2	3	3	2	6	6	4	5	5	2	4	4	1	4	3	A	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	6	7	0	0	1	0	0	0	5	0	4	0	1	2	6	5	2	6	5	4	5	4	5	6	7	6	5	3	Baptist	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	disabled	VA	Yes			6	2	1	10
683	Male	30	West	4	3	3	4	2	2	2	1	6	4	2	2	3	2	3	3	5	2	2	A	6	3	2	1	1	1	1	2	1	1	1	2	4	-3	1	1	1	3	3	0	2	0	0	1	3	0	1	1	6	3	3	1	0	2	5	2	4	7	5	6	4	5	2	3	7	6	6	6	Luciferian	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	Disabled	Utah	Yes			5	2	2	2
657	Male	32	Midwest	3	2	2	2	2	2	2	2	6	7	7	7	5	1	6	7	1	1	6	A	7	7	4	5	4	5	4	2	6	1	1	5	4	4	4	4	4	4	4	0	10	0	0	0	5	0	0	0	7	0	8	0	0	6	7	5	2	2	7	6	3	7	1	7	4	6	4	3	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Informatics analyst	Illinois	Yes			6	6	4	10
827	Female	35	Midwest	5	5	3	5	5	5	5	5	7	7	7	7	4	7	7	7	4	7	4	A	1	1	4	1	1	1	1	1	1	1	1	1	1	4	4	1	4	4	4	5	6	5	0	0	5	0	0	5	5	5	5	5	0	5	7	1	1	7	7	7	1	1	1	7	7	7	7	7	I was raised to be a religious person I do believe in god 	Vocational School / Technical College / Communication College (Associate Degree)	Crawford 	Steelville 	Self employed 	Missouri 	Yes		Native	1	1	1	3
3532	Female	45	South	5	5	5	4	3	5	3	4	7	7	7	7	4	4	4	7	4	6	4	A	2	3	3	3	3	3	3	3	3	3	3	4	2	4	4	4	3	4	0	10	8	0	0	0	5	0	0	1	3	0	2	0	0	2	7	2	1	7	7	5	1	4	2	7	7	7	7	7	Baptist	University / College / Undergraduate School (Bachelor Degree)	United States	United States	IT manager	SC	Yes			4	1	1	6
2240	Male	31	South	3	3	2	4	4	4	5	2	7	7	6	7	7	3	5	7	2	7	7	A	1	2	3	4	2	2	1	5	6	1	4	3	1	4	4	4	4	4	4	1	8	3	0	1	7	1	7	1	8	4	9	10	8	3	6	2	2	5	5	6	6	7	5	6	7	7	6	7	Islam 	University / College / Undergraduate School (Bachelor Degree)	USA 	USA	Engineer 	Texas 	No		Conversational	6	6	2	10
899	Male	24	South	3	5	3	5	1	1	5	1	6	7	5	7	4	3	5	4	3	5	5	B	4	4	2	3	4	2	2	1	2	3	1	1	1	4	4	4	3	4	4	10	10	0	0	2	5	0	0	7	7	5	5	8	6	4	7	5	1	6	7	7	2	3	3	7	7	5	7	5	TUNA NO CRUST	Vocational School / Technical College / Communication College (Associate Degree)	United Stated of America	United States of America	Driver	TX	Yes			7	1	1	2
566	Male	42	South	3	2	2	3	3	4	3	3	7	4	4	4	3	4	7	3	4	3	4	A	3	2	5	1	3	2	1	1	3	1	1	1	1	4	0	0	0	0	4	2	3	3	4	5	5	10	2	2	2	4	2	5	5	10	4	4	2	5	6	2	5	3	3	3	5	5	5	4	None	Elementary School / Primary School	Us	Us	Mgr	Ga	Yes			4	4	1	0
655	Female	59	West	1	1	1	5	5	1	1	1	7	7	4	7	7	4	7	7	1	4	4	B	7	7	7	7	7	7	7	7	7	7	1	7	7	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	8	0	5	5	0	10	7	1	5	4	4	5	3	6	5	6	4	3	3	3	Protestant 	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA 	USA 	Accountant 	CA	Yes			4	2	1	6
1359	Male	45	West	2	3	2	5	1	4	2	1	7	6	4	3	2	7	5	3	1	3	1	B	4	5	4	7	3	4	3	1	7	4	1	2	3	0	0	1	1	1	0	4	10	5	0	0	5	0	1	0	7	1	8	8	1	4	6	2	2	7	6	6	2	2	1	6	6	6	4	3	Christian	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Filmmaker	CA	No		Native	5	4	1	1
1311	Female	48	Midwest	1	1	1	4	4	2	3	1	7	4	4	6	2	6	1	6	6	4	4	A	2	3	4	2	2	2	2	2	2	2	2	2	2	4	3	3	3	3	3	0	0	0	0	0	0	0	0	0	8	0	2	0	0	8	5	2	6	6	6	6	6	5	5	6	6	4	2	5	Christian	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	Director of Finance	Michigan	Yes			4	2	1	10
2059	Male	47	South	2	4	3	4	5	4	4	3	3	7	4	7	6	6	6	6	7	7	7	A	1	2	1	1	1	1	1	2	1	1	1	1	1	4	4	4	4	4	3	5	5	3	2	3	4	5	5	5	5	5	5	5	6	5	7	6	4	6	5	3	4	6	4	5	5	4	5	3	Christan 	University / College / Undergraduate School (Bachelor Degree)	United States 	United States 	Scientist 	Georgia 	Yes			4	1	1	4
748	Male	40	South	1	1	1	4	3	2	3	1	7	7	7	7	7	1	7	7	1	7	7	A	6	4	4	5	4	4	4	1	5	2	1	4	3	4	4	4	4	4	4	0	10	0	0	0	7	0	0	0	7	0	10	0	0	5	5	3	5	6	6	6	4	3	3	3	5	3	5	5	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Detective	Tennessee	Yes		Native	1	2	1	10
723	Male	22	West	3	4	1	5	4	5	5	2	7	7	1	2	4	2	6	7	1	3	6	A	7	2	3	2	1	6	3	4	7	3	1	5	5	4	4	4	4	4	4	0	5	0	0	8	10	0	6	6	10	0	10	10	5	10	7	1	7	7	7	7	6	1	1	1	7	7	7	7	Christian	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Student	California	Yes			7	8	4	10
1168	Male	41	West	1	2	1	1	1	1	1	1	7	6	3	7	3	4	2	3	5	2	2	A	1	3	3	2	2	4	1	1	3	1	1	3	3	4	4	4	4	4	4	5	1	0	0	1	6	0	2	3	7	0	6	6	7	5	6	5	4	7	7	6	1	2	1	7	7	6	6	7	Nondenominational	Graduate University / Professional School (Master's Degree, Doctoral Degree)	United States	United States	counseling	Texas	Yes			8	3	1	10
1483	Female	45	Midwest	4	1	1	4	2	1	1	1	2	1	2	1	1	4	1	1	3	2	1	A	7	1	1	1	1	1	4	1	2	1	1	4	4	4	4	4	4	4	4	0	9	0	0	0	10	0	0	0	10	0	10	9	0	10	6	2	4	5	5	5	4	3	2	5	6	4	4	4	Methodist	Graduate University / Professional School (Master's Degree, Doctoral Degree)	USA	USA	librarian	OH	Yes			4	5	6	10
828	Male	45	West	5	4	3	3	3	2	4	3	1	3	2	2	2	5	3	3	1	3	2	A	5	3	3	5	4	4	4	2	7	3	2	3	3	2	2	4	0	1	0	5	10	10	2	0	8	0	10	1	10	8	10	9	5	10	7	2	1	6	7	6	5	4	1	6	6	6	6	6	Neutral 	Other	Usa	San Diego 	Carpenter 	Ca	Yes			6	4	1	4
1049	Male	55	South	3	5	5	5	5	4	4	3	7	1	1	1	1	7	2	1	4	1	1	A	1	2	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	7	10	10	0	0	10	0	0	5	10	5	10	5	1	10	7	6	4	7	7	7	1	4	2	7	7	7	6	7	Christian	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	courier 	SC	Yes			5	2	1	10
621	Female	35	Midwest	4	4	5	5	4	5	5	3	6	6	3	6	3	6	7	6	3	1	1	A	1	4	3	4	1	1	1	1	3	4	7	4	1	4	4	4	4	4	4	0	10	10	0	0	5	0	10	0	10	10	10	0	10	10	7	1	1	7	7	7	1	1	1	7	7	7	7	7	Christian 	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Library technician 	Illinois 	Yes			2	1	1	10
583	Female	33	Midwest	3	3	3	3	2	1	5	3	7	4	4	4	2	7	1	4	1	7	4	A	5	1	5	3	4	1	3	1	3	3	2	3	2	4	-2	0	4	4	4	5	7	3	0	0	0	0	0	2	3	4	4	5	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	5	Christian 	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Na	mo	Yes			1	1	1	4
1601	Female	32	South	1	1	2	1	2	4	2	3	6	1	1	1	2	7	1	3	2	1	3	A	2	2	3	2	1	2	2	1	2	1	1	2	1	4	4	4	4	4	4	0	9	0	0	2	7	0	6	5	10	9	5	9	7	9	7	4	2	6	7	6	1	2	1	6	6	6	5	5	Christian Wiccan	Junior High School / Middle School	USA 	USA 	Booking Agent of moving company 	Louisiana 	Yes		Native	2	1	1	8
810	Female	40	South	5	5	4	5	5	4	5	3	6	6	7	7	6	7	6	6	7	6	7	A	3	4	5	4	4	3	2	3	4	2	2	2	2	4	4	4	4	4	4	5	8	10	0	1	1	1	0	1	10	3	10	4	3	10	7	1	7	7	7	7	1	1	1	7	7	7	7	7	Pentecostal	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	student	MS	Yes			4	2	1	1
819	Male	45	West	4	3	3	5	3	4	4	1	5	2	1	1	2	7	2	2	4	2	1	B	4	4	4	4	4	4	4	4	4	4	4	4	4	2	1	3	3	1	2	2	10	0	0	0	10	0	3	0	10	0	10	5	0	10	7	1	1	6	7	7	1	4	1	6	5	7	3	4	Nominally Christian 	University / College / Undergraduate School (Bachelor Degree)	USA	USA	Nursing student 	CA	Yes			2	3	1	10
514	Male	22	South	1	2	2	2	3	3	2	5	2	1	2	6	3	1	3	1	2	2	4	A	1	3	1	7	7	3	4	3	4	4	4	3	3	-2	2	0	0	0	0	5	5	5	5	0	5	5	5	5	5	5	5	5	5	7	7	1	1	7	7	7	1	2	1	5	7	3	7	7	Catholic 	University / College / Undergraduate School (Bachelor Degree)	Usa	Fl	Dr	Bradenton 	Yes		Native	2	1	2	3
734	Male	40	West	1	1	1	3	2	1	2	1	6	6	4	6	4	4	2	5	4	4	2	A	6	4	4	4	4	4	3	2	3	4	1	2	4	3	1	2	3	2	2	0	8	2	0	0	7	0	1	0	7	1	7	6	0	7	5	3	4	3	5	4	2	5	3	5	4	4	2	3	Christian	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Self employed	Wa	Yes			6	6	2	10
702	Male	25	West	3	2	4	5	5	4	5	2	7	6	3	5	7	3	7	3	7	7	4	A	1	3	2	1	2	2	3	4	1	3	1	3	2	-1	-1	1	-2	-1	-3	4	7	4	3	4	4	7	3	2	5	1	0	6	3	5	3	2	6	1	5	4	1	4	5	1	5	6	3	5	I do not have a religion currently	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	Student	CA	Yes		Basic	3	1	2	1
668	Female	35	Midwest	3	3	3	3	3	1	3	1	4	4	4	4	1	4	5	4	4	4	1	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	5	5	0	0	5	5	0	5	0	5	5	5	5	0	5	7	1	1	7	7	7	1	1	1	7	7	7	7	7	na	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	teacher	ND	Yes			2	6	1	2
730	Male	50	South	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	A	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	BODDU	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Carrollton			Texas	Yes		Basic	8	8	8	10
465	Male	60	South	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	B	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	south	University / College / Undergraduate School (Bachelor Degree)	us	us	it	al	Yes		Native	1	1	1	0
1038	Female	25	West	4	4	2	3	2	2	3	1	4	5	4	4	4	4	4	4	4	4	5	A	2	2	1	1	1	1	1	1	3	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	4	2	3	6	6	6	3	4	2	4	6	5	6	7	catholic	Junior High School / Middle School	united states	united states	unemployed	west virginia	Yes			2	1	1	2
471	Male	29	Midwest	5	4	1	4	3	3	3	3	4	1	7	2	2	4	1	1	5	1	1	A	7	7	7	4	7	5	7	4	7	7	3	7	7	0	2	3	4	1	2	0	10	0	0	0	10	0	0	0	10	0	10	7	0	10	7	3	5	7	7	7	6	3	4	7	7	7	6	4	Agnostic 	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	None	WISCONSIN 	Yes			1	1	1	0
1321	Female	59	Midwest	3	3	3	4	4	3	4	3	5	4	4	4	4	5	3	4	5	4	4	B	1	4	5	4	5	3	4	1	5	3	4	7	6	0	0	0	0	1	3	4	5	0	0	3	7	0	3	3	10	5	8	0	0	7	2	4	3	4	4	4	7	7	4	4	5	2	2	2	none	Vocational School / Technical College / Communication College (Associate Degree)	United States	United States	shipping 	WI	Yes			6	6	2	6
718	Female	20	South	2	2	1	3	2	4	3	1	7	5	2	4	5	3	2	2	5	2	3	A	3	4	4	4	4	3	3	3	4	3	3	4	4	-2	-2	-1	-1	-1	-2	0	8	0	0	0	4	0	0	2	8	0	8	1	0	8	7	1	1	7	7	7	1	2	1	5	7	5	7	7	Agnostic	University / College / Undergraduate School (Bachelor Degree)	United States	United States	Student	Alabama	Yes			2	7	1	2
1384	Male	42	South	1	1	1	4	2	1	4	1	2	1	2	1	1	4	1	1	4	1	1	A	3	3	2	2	2	1	2	1	5	2	1	2	2	-4	-4	-4	-3	-4	-4	0	6	0	0	0	2	0	0	0	8	0	2	0	0	6	7	2	1	7	7	7	1	1	1	7	6	6	5	6	Atheist	Other	USA	USA	Unable to work	Georgia	Yes			7	4	5	0
737	Male	22	South	2	3	4	3	1	1	1	1	2	2	2	2	2	4	2	4	1	1	4	B	1	1	4	1	1	1	1	1	7	1	1	1	1	0	0	0	4	0	0	0	5	5	0	0	5	0	0	9	10	0	10	10	0	5	1	1	7	1	1	1	7	1	7	1	4	1	1	1	None	Vocational School / Technical College / Communication College (Associate Degree)	Usa	Usa 	Worker	Ga 	Yes			1	1	1	0
487	Female	25	South	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	1	4	5	A	3	3	4	4	4	4	4	1	4	4	1	4	4	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	1	1	7	7	4	1	4	1	5	7	4	4	4	Jewish	Vocational School / Technical College / Communication College (Associate Degree)	USA	USA	Homemaker	Florida	Yes			1	1	1	0
592	Female	26	Midwest	3	5	4	3	5	1	3	4	6	4	6	5	5	7	4	5	7	6	3	B	1	3	3	3	1	1	1	3	5	1	1	6	3	4	4	0	2	3	4	5	8	10	0	0	7	0	10	10	8	6	5	5	5	5	4	7	6	1	3	3	2	7	3	3	2	3	1	4	Christian	University / College / Undergraduate School (Bachelor Degree)	USA 	USA 	Dental assistant 	IN	Yes			1	1	1	0
556	Male	38	South	3	3	3	2	4	4	2	4	2	2	1	2	2	2	6	5	5	5	6	A	3	2	2	4	2	3	6	4	6	4	4	3	3	-2	-1	-1	1	-1	3	3	4	3	4	3	3	3	2	2	3	2	4	6	6	6	4	3	5	5	3	6	4	3	6	6	5	4	4	5	Atheist	University / College / Undergraduate School (Bachelor Degree)	Usa	Usa	Mgr	Sc	Yes		Native	3	6	5	2
676	Male	38	South	4	3	5	4	3	5	4	4	7	6	6	5	7	6	7	5	6	7	6	A	5	6	5	5	6	7	5	5	6	5	5	5	6	4	2	3	4	3	4	10	9	8	10	9	9	7	8	10	9	8	9	10	7	7	5	5	6	7	5	6	4	6	5	6	7	7	7	5	North Carolina	Graduate University / Professional School (Master's Degree, Doctoral Degree)	Usa	North Carolina	Manager	North carolina	Yes			7	6	7	10
410	Male	23	South	5	1	2	2	1	4	3	3	1	5	4	7	6	3	1	3	3	1	1	B	2	5	4	6	2	1	1	1	3	3	1	1	3	2	-2	-3	-4	-2	0	0	3	5	2	1	2	2	1	4	1	1	0	3	5	4	1	2	4	3	1	4	2	1	3	2	4	1	2	3	Christian	Vocational School / Technical College / Communication College (Associate Degree)	Savannah 	Georgia 	Dez nuts	Tf	Yes		Business	4	3	1	2
