id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
527	EN1472	US	7	6	6	6	5	6	7	7	7	7	7	7	7	1	1	1	5	1	1	3	3	6	7	2	6	7	2	5	6	1	7	5	4	0	-4	4	0	4	0	5	10	0	0	10	0	10	0	10	10	10	10	5	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	1	1	2	NA	NA	1	35	West	Catholic	Usa	United States	Retail	CA	No		Other	A
528	EN1473	US	3	4	2	1	2	2	2	2	2	1	2	3	2	2	3	4	4	4	4	4	3	7	7	4	6	7	3	5	7	2	5	6	3	2	2	-1	3	2	7	7	9	8	6	5	7	8	8	6	7	8	6	7	5	6	3	3	3	4	5	6	4	4	5	3	6	6	7	5	4	7	2	NA	NA	0	40	South	Christian	USA	USA	Manager 	VA	Yes	Business	University / College / Undergraduate School (Bachelor Degree)	A
529	EN1474	US	7	6	6	6	7	5	6	7	2	7	7	6	7	3	4	4	4	5	4	4	4	7	7	2	3	6	2	3	5	3	3	1	2	3	3	3	3	4	0	8	8	0	0	8	0	0	0	10	5	8	5	5	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	8	2	1	NA	NA	1	36	South	Not	US	US	none	FL	Yes		University / College / Undergraduate School (Bachelor Degree)	A
530	EN1475	US	7	7	7	5	7	6	6	7	2	6	7	5	4	4	4	4	5	5	4	4	3	1	1	1	1	1	3	1	1	1	1	1	-4	0	1	0	4	4	0	6	0	0	0	6	0	8	0	8	5	6	0	0	8	4	2	3	2	2	4	3	2	7	4	2	5	5	6	5	1	1	1	NA	NA	0	55	Midwest	roman catholic 	united states	united states	truck driver 	colorado 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
531	EN1476	US	7	5	4	4	4	7	7	7	4	7	7	4	4	5	5	5	5	4	5	5	2	7	4	4	6	4	1	7	6	4	4	2	0	1	4	3	0	4	10	10	8	0	0	10	3	0	5	10	0	10	10	5	0	7	7	7	7	7	7	7	7	6	7	2	7	7	7	6	8	1	0	NA	NA	1	49	Midwest	None	United States	United States	Personal services	OH	Yes		Junior High School / Middle School	A
532	EN1477	US	5	6	6	6	6	7	7	7	7	7	7	7	7	3	3	4	5	5	5	5	3	3	1	1	1	1	1	2	1	1	1	1	0	0	4	2	4	4	0	7	5	0	5	5	0	5	0	10	5	10	3	5	10	7	7	7	7	7	7	7	6	7	7	7	7	4	6	2	2	1	3	NA	NA	1	25	Midwest	Buddhist 	USA 	USA 	Cashier 	WA 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
533	EN1478	US	1	4	3	5	5	6	6	6	5	6	7	6	6	4	4	5	1	3	4	3	5	1	6	4	6	6	4	6	6	7	4	6	4	4	3	4	4	4	10	5	5	0	0	1	0	0	0	7	0	0	0	0	4	7	2	7	2	7	7	7	6	7	7	4	5	3	5	3	1	1	5	NA	NA	1	44	South	United States	United States	United States	Disabled	Georgia	Yes		Junior High School / Middle School	A
534	EN1479	US	7	6	6	7	7	7	7	7	4	7	7	5	6	2	2	2	5	5	4	4	3	7	1	1	1	1	3	6	2	7	1	1	4	2	4	4	4	0	0	6	0	0	0	6	0	5	0	6	0	6	4	0	2	5	5	6	3	7	7	5	5	5	4	3	5	5	4	5	4	1	10	NA	NA	0	57	West	Catholic 	United States	United States	Director 	California	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
535	EN148	US	7	7	7	7	7	7	7	7	5	7	7	7	7	5	5	4	5	1	4	5	3	7	7	4	6	6	1	6	6	7	6	2	4	4	4	4	4	4	0	8	0	0	1	8	0	1	0	9	0	9	0	0	8	7	7	7	7	7	7	6	7	7	7	7	7	7	7	8	7	1	10	NA	NA	0	40	Northeast	Christian	United States	United States	Manufacturing	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
536	EN1480	US	4	3	4	5	4	5	5	5	3	5	6	4	4	4	3	2	4	1	1	2	1	6	1	1	1	2	2	1	1	4	1	1	-4	-4	-1	-4	-4	-4	0	7	0	0	0	8	0	0	0	9	0	6	4	0	8	5	6	5	6	6	6	6	7	6	6	4	7	5	4	2	1	1	0	NA	NA	1	29	West	Atheist 	USA	USA	House Manager	Washington State	Yes		Other	B
537	EN1481	US	5	6	6	7	6	7	7	7	6	7	7	5	6	1	1	1	4	4	4	3	2	6	3	3	4	4	2	4	4	6	4	3	-1	0	0	0	0	1	2	6	0	1	6	6	1	1	4	6	4	6	4	2	6	5	5	4	6	6	6	5	5	4	3	5	5	3	4	1	1	1	0	NA	NA	1	40	Midwest	N/A	United States	United States	Histotechnician 	Wisconsin 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
538	EN1482	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	3	5	5	5	4	5	7	6	7	7	5	3	7	5	4	6	1	4	4	4	4	4	4	9	10	7	9	4	5	9	10	9	9	10	10	9	9	9	7	2	7	7	3	6	6	4	6	5	3	7	6	6	8	2	1	10	NA	NA	1	40	South	Christian 	United States 	United States 	IT	Arizona 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
539	EN1483	US	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	7	5	4	3	4	3	4	4	4	5	5	-1	-1	0	0	-1	4	5	4	4	0	0	4	0	4	0	10	10	10	10	10	10	7	4	7	4	4	4	4	3	4	7	4	4	4	4	7	1	1	0	NA	NA	1	32	West	None	US	Us	None	AZ	Yes		Junior High School / Middle School	B
540	EN1484	US	6	6	6	6	6	7	7	7	7	7	7	6	6	1	4	4	5	4	3	5	2	3	4	7	3	4	3	5	2	4	3	1	4	4	4	4	4	4	2	4	1	0	5	6	0	5	7	6	3	7	5	1	7	7	7	7	4	2	5	7	7	7	7	7	7	5	7	6	1	1	4	NA	NA	1	32	West	West coast	USA	US	Unemployed 	Ca	Yes		Other	B
541	EN1485	US	2	4	2	1	3	2	1	2	3	2	1	3	2	5	4	3	4	5	4	3	4	6	4	6	7	6	3	6	7	3	7	6	4	3	2	3	4	2	9	10	8	9	10	7	9	9	8	9	9	8	9	10	6	6	3	5	3	3	7	5	1	6	6	2	6	5	6	7	8	5	7	NA	NA	1	20	South	Christian	U.S.	u.s.	designer	CA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
542	EN1486	US	4	4	4	4	4	4	4	5	4	4	6	4	4	2	2	2	4	1	1	4	1	7	5	7	5	6	7	4	6	7	6	4	4	4	4	4	4	4	5	0	0	0	0	1	0	0	0	2	0	1	0	0	1	7	6	7	5	7	6	6	6	6	6	3	6	6	6	6	2	1	10	NA	NA	0	42	South	Pentecostal 	United States	United States	Construction 	Louisiana 	Yes		Junior High School / Middle School	B
543	EN1487	US	5	5	6	4	5	6	6	5	6	6	6	6	6	1	1	1	3	3	3	3	2	6	6	3	5	4	1	4	6	7	4	4	4	0	2	4	0	4	0	2	0	0	0	1	0	0	0	7	0	2	0	0	2	7	7	6	4	6	6	7	5	6	6	5	6	5	6	1	1	1	5	NA	NA	1	27	South	Christian	USA	USA	Teacher	Tennessee	Yes		University / College / Undergraduate School (Bachelor Degree)	A
544	EN1488	US	1	1	2	5	5	5	5	5	5	3	5	4	5	3	3	2	4	1	3	4	3	7	7	4	6	7	3	5	6	4	7	4	2	1	3	2	4	-1	7	3	0	0	6	7	0	0	7	10	0	10	2	0	6	5	3	5	5	5	6	4	4	6	7	5	7	4	2	5	8	5	3	NA	NA	0	21	South	Agnostic	US	US	Student	AL	Yes		University / College / Undergraduate School (Bachelor Degree)	A
545	EN1489	US	5	7	4	6	7	7	4	4	4	6	7	5	4	3	3	1	5	2	3	3	1	6	1	1	1	2	1	1	7	3	3	2	4	4	4	4	4	4	0	10	10	0	0	10	0	0	0	10	2	10	5	5	10	7	6	7	7	7	7	7	6	2	6	4	3	6	4	5	6	1	6	NA	NA	1	36	Midwest	Christian	Usa	Usa	Financial 	Wv	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
546	EN149	US	4	4	4	4	4	5	5	4	5	4	4	5	4	5	5	4	5	4	4	5	4	6	7	7	6	7	2	7	6	1	6	7	3	2	1	0	1	1	7	8	8	7	7	8	8	7	7	8	8	7	8	8	8	5	2	5	4	4	5	4	3	6	5	3	5	5	5	8	6	6	6	NA	NA	0	45	Northeast	Jewish	American	Aurbery	Technology IT	Texas	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
547	EN1490	US	1	1	4	2	2	2	3	5	1	2	6	1	1	4	5	3	4	4	4	4	1	6	3	2	2	3	3	1	2	3	1	1	0	1	2	1	2	2	0	10	5	0	0	10	0	6	0	10	7	10	10	2	10	7	6	7	5	6	5	6	6	7	5	3	6	4	5	4	3	1	0	NA	NA	1	26	Midwest	None	United States 	United States 	Para educator 	Iowa	Yes		University / College / Undergraduate School (Bachelor Degree)	A
548	EN1491	US	6	6	7	6	6	7	6	7	4	7	7	7	6	3	2	2	4	4	4	4	3	5	4	2	3	3	3	1	4	3	2	4	2	4	4	3	3	4	5	6	2	2	7	6	2	7	5	8	5	6	5	2	6	4	4	5	6	5	6	5	3	4	4	5	5	2	4	6	5	1	1	NA	NA	0	57	South	other	usa	usa	entertainment tech	Fl	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
549	EN1492	US	7	7	4	6	6	6	6	7	5	6	7	6	7	3	3	3	4	3	2	2	2	7	6	4	5	6	2	3	3	6	4	2	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	7	0	6	0	0	6	5	5	7	6	6	4	5	4	6	4	4	5	4	5	4	2	1	10	NA	NA	0	55	Midwest	Catholic 	United States	United States	Locomotives engineer 	IN	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
550	EN1493	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	3	5	3	6	7	5	6	6	1	6	6	6	7	6	4	4	4	4	4	4	0	6	2	0	0	4	0	0	0	3	0	3	0	0	9	7	6	7	7	7	7	7	6	7	7	5	7	7	7	1	1	1	10	NA	NA	1	22	South	christian 	USA	USA	Student 	LA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
551	EN1494	US	4	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	1	1	1	1	5	4	5	4	5	3	4	4	4	4	4	4	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	7	7	7	5	7	5	7	6	6	5	5	5	7	1	1	3	NA	NA	1	55	South	I pray at home but donot get out to church as often i should. 	USA	USA	Retired 	VA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
552	EN1495	US	7	7	7	7	7	7	7	7	4	7	7	7	7	3	3	3	4	4	4	4	3	5	4	3	2	2	3	1	2	4	2	2	0	0	0	0	0	0	5	10	0	0	7	10	0	0	7	10	0	10	10	0	10	5	4	7	6	7	4	3	5	5	4	4	4	4	3	5	7	1	0	NA	NA	1	34	Midwest	Atheist	US	US	Professional Services	IN	Yes		University / College / Undergraduate School (Bachelor Degree)	B
553	EN1496	US	5	6	6	6	6	7	7	7	7	7	7	6	6	5	4	5	5	5	3	3	2	7	7	4	7	7	2	4	7	4	7	4	4	4	4	4	4	4	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	1	7	6	7	7	7	6	7	7	3	7	5	7	6	1	1	4	NA	NA	1	44	South	Baptist 	United States	United States	Medical assistant 	LA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
554	EN1497	US	4	4	5	5	4	4	5	7	1	5	7	1	1	2	2	2	5	3	3	2	1	7	4	4	5	6	2	5	5	7	4	2	0	0	4	1	0	4	10	5	0	0	0	5	0	5	0	10	5	5	5	5	5	6	3	6	3	5	6	6	3	5	5	1	6	3	3	4	4	2	1	NA	NA	0	50	West	Unsure and I wish that I had faith.	USA	USA	Investor	Washington 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
555	EN1498	US	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	7	1	1	-4	-4	-4	-4	-4	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	7	7	1	1	7	1	1	7	1	1	1	1	1	1	0	NA	NA	1	25	South	Methodist	USA	USA	Unemployed	South Carolina	Yes	Basic	Other	A
556	EN1499	US	7	7	6	7	7	7	7	7	7	7	7	7	7	2	2	1	4	2	1	2	1	6	5	1	3	6	1	1	3	7	2	1	2	0	2	2	3	4	0	5	0	0	0	7	0	0	0	2	0	1	0	0	0	7	5	6	6	7	7	7	7	5	6	5	6	5	6	5	2	1	10	NA	NA	0	56	South	(Progressive) Christian 	United States	United States	Licensed Clinical Pastoral Therapist	Tennessee	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
557	EN15	US	4	2	6	2	6	4	3	7	4	6	3	4	3	2	3	4	4	5	2	4	3	5	6	5	7	6	4	5	6	4	6	5	-4	4	3	3	3	4	10	8	7	9	1	8	6	8	8	6	7	8	4	9	9	6	6	6	4	6	6	5	3	4	5	2	4	4	6	6	6	2	10	NA	NA	0	36	Northeast	Christianity 	United States 	United States 	Employed	Texas	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
558	EN150	US	2	3	3	3	5	6	5	2	4	3	2	5	4	4	4	3	2	4	3	4	4	5	3	1	3	5	3	5	6	5	6	3	4	0	4	3	3	1	8	6	7	9	6	2	9	4	6	8	9	5	5	6	4	6	4	5	5	4	5	4	6	5	6	5	5	5	5	6	2	1	10	NA	NA	0	41	South	Catholic	USA	USA	IT Director	Virginia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
559	EN1500	US	4	4	4	3	4	5	4	7	4	5	7	4	4	3	3	2	4	1	1	1	1	4	4	4	4	2	4	4	4	4	4	6	4	4	4	4	4	4	10	10	0	0	0	10	0	10	0	10	5	10	10	0	10	4	7	7	4	7	7	7	7	7	7	4	7	6	7	7	8	1	0	NA	NA	0	37	West	None	Usa	Usa	None	Nevada	Yes		Junior High School / Middle School	B
560	EN1501	US	3	7	6	7	7	7	7	7	7	7	7	7	7	4	4	3	5	4	3	4	4	3	3	1	2	1	1	2	2	4	1	1	2	1	3	4	0	2	5	7	5	5	7	6	5	6	7	6	5	7	7	5	7	6	5	5	5	5	5	5	4	5	5	5	6	4	5	7	2	1	4	NA	NA	0	59	Midwest	methodist	usa	usa	disabled	WI	Yes		Junior High School / Middle School	A
561	EN1502	US	4	6	6	4	5	7	7	7	5	7	7	6	7	5	5	3	5	4	4	5	3	6	6	5	4	4	1	3	4	5	6	1	4	4	4	3	2	4	5	8	4	0	5	6	0	4	4	10	5	7	5	4	10	7	4	7	7	7	7	7	4	6	6	3	7	5	6	2	1	1	0	NA	NA	1	59	West	Christian 	United States	United States	Environmental service tech	CA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
562	EN1503	US	5	1	4	1	1	1	3	3	1	1	5	1	1	1	1	1	1	1	1	1	1	5	1	1	4	1	1	1	3	7	1	1	3	3	3	3	3	3	0	10	5	0	0	10	0	0	0	10	0	10	5	0	10	4	4	3	2	3	3	1	4	4	3	4	3	1	2	1	1	1	1	NA	NA	0	37	West	Christian	US	US	Disability 	Wa	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
563	EN1504	US	5	5	5	4	5	6	5	5	3	5	7	5	5	5	3	2	4	2	4	3	2	6	6	4	3	2	2	3	3	5	4	3	-4	-4	2	0	1	1	2	10	0	0	0	2	0	0	2	10	0	7	1	0	4	5	5	6	3	5	6	5	5	7	6	5	7	5	4	8	2	2	3	NA	NA	0	57	West	Christian	United States	United States	Disabled	CA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
564	EN1505	US	6	5	6	6	5	4	5	3	4	6	7	6	6	1	3	3	4	5	3	4	4	7	6	5	6	3	4	4	5	3	4	4	-3	2	3	-3	3	3	0	9	0	0	0	1	0	7	0	7	0	0	0	0	1	6	2	6	4	3	6	6	5	6	2	2	5	2	7	1	2	1	1	NA	NA	0	48	Midwest	Agnostic	USA	USA	Engineering	MI	Yes	Native	Vocational School / Technical College / Communication College (Associate Degree)	B
565	EN1506	US	1	1	2	4	1	7	7	7	1	7	7	5	7	5	3	1	3	4	5	5	3	7	6	5	7	6	4	7	4	6	2	5	4	4	-4	-4	-4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	7	7	7	7	4	7	7	7	1	1	1	0	NA	NA	1	30	Midwest	Don驕ｯｽｶ陷ｽｲ want to answer	Usa	Usa	Homemaker	Wa	Yes		Junior High School / Middle School	A
566	EN1507	US	4	5	6	5	5	6	5	6	5	7	6	6	6	3	3	3	4	1	1	1	1	6	6	5	5	5	3	5	4	5	5	3	4	4	4	4	4	4	0	5	0	0	5	5	0	0	0	5	0	5	0	0	5	5	5	5	5	6	6	6	5	5	5	5	6	6	6	1	1	1	10	NA	NA	1	44	South	Catholic 	USA	USA		South Carolina 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
567	EN1508	US	4	7	7	4	7	4	4	6	3	6	6	3	4	3	3	1	3	1	1	2	1	5	5	6	6	6	2	4	5	6	4	6	3	3	3	1	3	2	5	7	2	2	5	5	1	6	4	8	7	8	5	7	8	6	6	7	6	7	5	5	7	7	6	4	6	5	4	5	2	1	3	NA	NA	1	45	Midwest	Catholic	USA 	USA 	Office administrator 	Mo	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
568	EN1509	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	2	4	4	1	4	1	4	4	1	7	4	4	4	4	4	0	4	4	2	10	10	0	0	10	0	10	0	10	10	10	10	10	10	3	1	4	3	5	5	5	7	5	5	5	7	2	4	1	8	1	10	NA	NA	0	55	South	Catholic/Jewish	United States	United States	Educator	Md	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
569	EN151	US	1	2	1	7	2	1	1	1	1	1	1	1	1	5	5	4	4	5	4	4	5	6	7	7	7	4	6	7	7	1	7	7	4	4	4	3	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	6	1	1	7	7	1	6	7	1	7	7	7	5	1	6	10	NA	NA	0	40	Northeast	Pentecostal	Philadelphia	Philadelphia	Teacher	Pennsylvania	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
570	EN1510	US	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	2	4	1	2	3	1	6	5	4	4	3	1	1	4	4	2	1	4	0	4	3	3	3	9	7	0	0	0	2	0	0	0	8	0	7	4	1	5	6	6	6	6	6	6	6	6	6	6	3	6	4	5	4	5	1	1	NA	NA	1	47	West	Christian	United States	United States	Business Manager	Idaho	Yes		University / College / Undergraduate School (Bachelor Degree)	B
571	EN1511	US	4	7	6	7	7	7	7	7	7	7	7	7	7	3	1	4	5	2	2	1	3	2	7	3	5	1	4	4	7	3	7	6	2	1	4	0	3	3	5	5	0	0	0	2	0	4	0	5	5	5	0	0	5	1	4	4	3	3	1	4	7	4	5	5	3	5	7	1	1	1	0	NA	NA	0	21	Midwest	N/A	USA	USA	Unemployed	MN	Yes	Basic	Other	A
572	EN1512	US	6	6	6	5	5	7	7	7	4	7	7	6	5	4	4	4	4	4	4	4	4	5	3	3	2	3	3	1	1	4	1	1	0	1	0	0	1	2	2	7	0	0	1	7	0	0	6	10	4	9	6	8	9	5	4	7	6	7	5	1	7	6	7	6	7	6	6	6	2	1	0	NA	NA	0	56	West	Agnostic	United States	United States	N/A, Disabled veteran	Washington	No		Vocational School / Technical College / Communication College (Associate Degree)	A
573	EN1513	US	6	7	4	5	5	6	6	7	5	5	6	4	4	3	4	4	4	3	3	4	3	4	4	3	4	4	4	3	4	4	4	5	0	0	1	0	1	0	5	7	4	3	5	5	2	6	5	6	7	8	5	5	7	6	4	5	5	6	5	6	4	5	5	5	6	3	4	1	1	1	0	NA	NA	0	50	South	none	USA	USA	none	FL	Yes		University / College / Undergraduate School (Bachelor Degree)	A
574	EN1514	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	3	4	3	4	4	4	5	3	3	3	5	2	5	5	3	5	1	-4	-4	-3	-3	-3	-2	0	10	0	0	0	10	0	0	0	10	0	10	6	0	10	7	6	7	7	7	7	5	7	7	7	3	7	5	7	5	1	1	0	NA	NA	1	58	West	none	United States	United States	retired	ID	Yes		Junior High School / Middle School	B
575	EN1515	US	4	6	5	5	5	5	5	5	2	7	6	6	6	5	4	1	5	5	4	5	5	3	1	1	1	2	1	1	2	2	1	1	-2	4	3	4	4	4	3	7	0	0	6	8	0	7	4	6	7	6	0	6	8	6	5	7	7	6	7	7	7	6	7	5	6	7	2	6	3	1	3	NA	NA	1	26	West	Wicca	United States	United States	Student	AZ	Yes		Junior High School / Middle School	A
576	EN1516	US	5	7	6	5	5	7	7	7	6	6	7	5	5	3	3	3	4	2	3	4	2	6	6	4	5	4	3	5	6	7	5	5	4	3	3	4	3	4	6	7	8	6	5	8	5	7	6	8	7	6	8	7	7	5	4	5	5	6	5	7	4	5	5	4	5	5	6	5	2	1	3	NA	NA	0	42	Midwest	Catholic	United States	United States	Route delivery driver	WI	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
577	EN1517	US	7	7	5	7	7	7	6	7	6	7	7	7	7	1	1	1	3	1	2	4	1	6	6	3	5	4	4	2	6	4	1	3	4	4	4	4	4	4	0	5	0	0	0	5	0	0	0	5	5	5	0	5	5	7	5	6	6	7	7	7	7	5	5	2	5	6	3	6	2	1	10	NA	NA	0	59	South	Non-denominational Charismatic	USA	USA	Manager	Texas	Yes		Other	B
578	EN1518	US	1	7	6	7	7	7	7	7	7	7	7	7	7	3	3	3	5	5	5	5	4	6	1	2	1	1	1	2	1	4	1	1	4	4	4	4	4	4	0	10	5	0	5	10	0	5	0	10	5	7	5	5	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	2	1	0	NA	NA	1	24	Midwest	Christian	Usa	Usa	Retail	West virginia	Yes		Junior High School / Middle School	B
579	EN1519	US	5	3	5	3	3	6	5	6	3	6	7	3	5	2	2	3	3	2	3	3	2	6	6	2	6	6	4	3	3	7	4	5	2	1	0	1	1	2	7	7	4	2	6	9	2	7	7	9	4	6	6	2	8	6	5	5	5	6	6	6	5	5	6	6	5	6	6	3	1	1	4	NA	NA	0	32	South	Jewish/agnostic 	United States	United States	Lawyer	GA	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	B
580	EN152	US	6	1	4	1	1	6	1	5	1	6	7	1	1	4	5	3	5	5	2	4	2	7	3	3	2	4	1	5	5	7	2	5	4	4	4	4	4	4	0	10	0	0	0	7	0	0	0	8	0	3	0	0	8	6	2	4	3	2	7	3	1	2	5	1	4	1	2	3	6	1	0	NA	NA	0	60	West	Christian	USA	USA	Retired 	Colorado 	Yes		University / College / Undergraduate School (Bachelor Degree)	B
581	EN1520	US	6	7	6	7	7	7	7	7	4	7	7	7	7	4	5	5	5	5	5	5	4	6	1	1	1	1	1	1	1	3	1	1	-4	-3	-3	-2	1	-3	0	5	0	0	1	10	0	0	0	10	0	1	0	0	3	5	4	7	3	7	3	4	7	5	7	3	2	6	6	6	1	1	0	NA	NA	1	31	South	None	USA	USA	Librarian	FL	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
582	EN1521	US	6	5	6	6	6	6	6	6	1	7	7	4	4	4	2	4	4	4	3	4	2	6	3	3	1	2	2	2	5	4	2	1	2	2	3	0	2	2	0	8	0	0	0	8	0	3	4	10	6	5	7	0	10	6	6	5	6	6	5	5	6	6	5	3	4	4	3	7	7	4	6	NA	NA	0	38	West	More spiritual than religious. Family is Armenian Orthodox	USA	USA	Self-Employed (2 businesses)	California	No	Native	University / College / Undergraduate School (Bachelor Degree)	B
583	EN1522	US	5	7	4	6	6	6	6	7	6	6	7	6	6	3	4	2	4	4	4	4	2	5	5	2	5	5	2	5	6	6	3	5	0	0	0	0	0	3	1	1	0	0	1	3	0	1	1	10	7	3	1	1	4	3	4	5	5	5	3	4	4	5	4	4	4	4	5	6	2	1	0	NA	NA	0	51	West	I want to believe!	USA	USA	None	AZ	Yes		Other	B
584	EN1523	US	6	4	5	5	5	7	6	5	5	5	7	5	5	4	3	3	2	1	3	3	1	5	3	4	4	4	3	3	4	3	4	1	3	3	1	0	1	1	1	9	9	0	1	7	0	8	0	9	6	6	7	6	9	5	3	6	6	6	5	6	4	7	5	2	6	3	4	2	1	1	0	NA	NA	1	37	Midwest	None	United states 	United states 	Disabled 	Ohio 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
585	EN1524	US	6	4	3	6	3	7	7	7	3	7	7	1	4	4	4	1	5	3	1	3	1	4	6	1	5	4	1	5	5	5	5	2	-4	2	4	4	4	4	0	5	0	0	1	3	0	2	0	5	6	7	6	6	8	5	3	5	4	2	6	7	7	7	6	6	7	4	7	4	4	2	0	NA	NA	0	38	West	Atheist 	USA	USA	CSR	CO	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
586	EN1525	US	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	5	3	5	5	3	3	3	3	3	5	3	3	3	1	1	1	0	NA	NA	1	32	West	Na	Us	Us	Homemaker	Wa	Yes		Junior High School / Middle School	A
587	EN1526	US	6	4	6	7	6	6	7	7	4	7	7	5	4	5	5	4	5	5	5	5	3	6	5	1	5	4	1	6	3	2	5	2	4	4	4	4	4	4	5	10	5	0	8	10	0	9	7	10	5	10	5	5	10	7	6	7	7	7	7	7	4	7	7	6	7	7	7	8	3	2	2	NA	NA	1	52	South	non denominational	United States	United States	Discharge Facilitator	NC	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
588	EN1527	US	2	2	2	2	2	5	5	5	4	3	5	3	3	4	4	2	3	3	3	4	2	7	6	6	7	6	2	6	7	3	6	5	4	2	3	3	3	4	6	8	1	0	1	7	0	1	0	9	0	9	5	4	9	6	5	4	5	5	4	6	3	5	5	4	5	4	5	8	2	1	10	NA	NA	1	55	West	Catholic 	United States	US		California 	Yes		Other	B
589	EN1528	US	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	2	3	1	2	1	5	7	2	2	5	7	7	7	7	4	4	4	4	4	3	3	6	8	4	2	0	9	7	5	3	1	4	0	0	5	7	2	5	1	2	7	7	3	4	5	2	7	7	6	5	5	2	10	NA	NA	0	32	South	Christian	USA 	Usa	Scientist	Texas	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
