id	cul	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6.	AC_7	AC_8	AC_9.	AC_10	AC_11	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2.EC	IRI_4.EC.	IRI_9.EC	IRI_14.EC.	IRI_18.EC.	IRI_20.EC	IRI_22.EC	IRI_3.PT.	IRI_8.PT	IRI_11.PT	IRI_15.PT.	IRI_21.PT	IRI_25.PT	IRI_28.PT	EXP_1	EXP_2	EXP_3	RHAB	FNL1	FNL2	Gender	Age	Region	REL	NAT_1	NAT_2	NAT_3	NAT_4	LNG_1	LNG_2	EDU	RATE_WITCH
938	EN22	US	7	7	5	7	6	7	7	7	7	7	7	5	6	5	3	1	4	3	4	4	2	7	6	1	7	6	1	7	6	2	6	1	4	0	0	2	0	4	8	5	0	0	0	5	0	5	0	8	0	8	5	0	8	6	6	6	5	7	6	6	5	5	5	5	7	5	6	2	1	1	5	NA	NA	1	39	Northeast	Christian 	USA	USA	Assistant 	NY	Yes		University / College / Undergraduate School (Bachelor Degree)	A
939	EN220	US	6	6	6	5	5	6	7	6	3	6	6	6	6	4	3	1	4	4	1	1	1	7	6	4	4	4	3	3	4	5	4	3	4	4	4	4	4	4	3	6	4	1	5	4	3	2	1	2	4	2	2	3	4	6	6	7	6	6	6	4	6	7	6	6	5	5	5	2	4	1	10	NA	NA	0	60	Midwest	Christian	United states	United states	Contractor	Michigan	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
940	EN221	US	3	2	3	6	4	2	2	3	3	3	4	3	3	4	3	4	3	4	4	4	4	6	5	6	6	5	2	5	5	2	6	6	3	2	0	0	0	1	8	7	8	7	8	7	8	8	8	8	8	7	8	8	7	5	4	6	3	3	5	6	3	5	5	2	5	5	6	6	1	6	7	NA	NA	0	43	Northeast	orthodox	United States	United States	finnanncial manager	Connecticut	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
941	EN222	US	7	7	3	7	7	7	7	7	7	7	7	7	7	4	4	4	5	4	4	4	4	5	3	5	2	7	1	2	5	1	2	2	3	3	3	3	3	4	10	7	10	0	10	7	0	0	0	7	10	10	10	0	10	5	7	7	1	7	7	7	7	7	7	7	7	7	7	2	1	1	9	NA	NA	1	20	Midwest	Christian	California 	Panorama City 	North Hollywood 	United State	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
942	EN223	US	4	7	5	6	6	7	6	6	4	7	7	6	5	3	3	3	4	4	4	4	2	5	3	4	3	3	4	2	3	3	3	2	0	1	0	0	1	1	2	6	0	0	5	7	0	0	3	8	0	7	4	1	7	5	4	5	5	6	5	5	4	5	5	4	6	4	3	4	2	1	2	NA	NA	1	24	South	Buddhism	USA 	USA 	N/a	Tx 	No	Native	University / College / Undergraduate School (Bachelor Degree)	A
943	EN224	US	3	4	2	1	3	2	1	5	1	3	1	2	4	5	4	4	4	5	3	5	4	7	6	6	7	7	3	6	6	2	7	7	4	4	4	4	4	4	7	7	8	5	6	8	6	8	5	10	8	10	10	8	10	6	3	7	4	1	6	6	2	6	6	1	6	6	6	6	6	1	10	NA	NA	0	36	Midwest	Christian	United states of america	United states of america	Health care	Califonia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
944	EN225	US	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	4	5	4	3	5	3	1	3	4	3	3	1	3	3	7	3	3	4	4	4	4	4	4	5	4	0	0	0	5	0	0	0	7	0	6	6	0	6	7	5	6	5	6	6	2	4	6	6	2	6	5	6	1	2	1	10	NA	NA	1	57	Northeast	Lutheran.	United States	United States	Admin. Assist.	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	B
945	EN226	US	5	5	5	6	4	2	4	3	4	7	7	7	7	1	2	5	3	2	3	2	2	4	1	3	2	3	6	2	3	5	7	4	-4	4	-1	-2	-3	-4	3	4	3	4	4	4	7	6	3	2	0	0	2	6	1	4	2	3	5	4	6	6	1	3	2	4	7	5	6	3	3	3	6	NA	NA	0	37	Midwest	Islam	Usa	Usa	Software engineer	Maryland	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
946	EN227	US	1	1	1	2	2	2	2	2	2	2	1	1	1	4	4	4	4	4	4	4	4	7	7	7	7	6	2	6	6	2	6	6	3	3	3	3	3	3	9	9	9	8	8	9	9	9	9	8	9	9	8	9	8	6	2	6	2	2	5	6	2	5	5	3	6	6	5	6	1	1	5	NA	NA	0	35	Northeast	Christian	USA	USA	Physician	New York	Yes		University / College / Undergraduate School (Bachelor Degree)	A
947	EN228	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	7	1	7	1	1	7	7	1	7	7	1	7	7	7	8	8	8	10	NA	NA	0	30	South	Alabama	Us	Alabama	Alabama	Alabama	Yes	Basic	University / College / Undergraduate School (Bachelor Degree)	B
948	EN229	US	3	3	3	2	4	3	2	3	2	2	3	2	3	4	3	4	3	4	3	4	4	5	4	5	4	5	4	5	5	3	5	4	2	2	0	1	2	0	8	7	8	6	8	6	8	6	8	7	8	7	8	8	8	5	2	6	2	2	4	5	3	5	5	3	6	5	5	6	6	6	7	NA	NA	1	50	Northeast	Roman chathic	USA	Kings	Full time work	New York	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
949	EN23	US	2	1	1	1	1	1	1	3	2	3	7	4	3	3	3	1	4	2	3	3	4	7	7	7	7	6	4	6	7	7	7	5	4	4	4	4	4	4	0	6	0	0	0	6	0	0	0	6	0	6	0	0	6	6	6	7	6	7	6	6	7	7	7	1	7	7	7	8	6	1	10	NA	NA	0	22	Midwest	Christianity	Usa	USA	Student	Georgia	Yes		Other	A
950	EN230	US	5	7	7	7	7	7	7	7	7	7	7	7	7	3	1	1	1	4	3	1	1	6	7	4	4	1	3	1	1	2	1	1	4	4	4	4	4	4	0	8	0	0	0	8	0	8	0	8	5	10	9	5	10	5	2	7	6	7	6	3	5	7	7	1	6	7	7	1	2	2	10	NA	NA	1	32	South	Christian 	USA	USA	Actor	TN	Yes		University / College / Undergraduate School (Bachelor Degree)	A
951	EN231	US	3	2	6	4	7	7	6	5	2	1	2	3	1	5	4	5	5	4	2	5	5	7	4	7	6	5	1	3	3	4	1	1	4	4	4	4	4	4	10	10	10	0	0	0	0	10	10	9	10	10	10	10	10	6	6	5	1	7	4	4	5	7	5	1	7	6	6	1	1	1	10	NA	NA	0	29	Midwest	Christian	Usa	Usa	Self employef	Mn	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
952	EN232	US	7	5	4	5	6	7	7	7	3	7	7	4	6	4	4	3	5	4	4	3	3	7	6	4	6	5	5	4	5	7	5	4	4	3	4	4	4	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	5	6	6	5	6	4	4	6	6	5	7	6	6	6	6	1	1	3	NA	NA	0	57	West	Baptist	United States	Roosevelt	network marketing	NM	Yes		Other	A
953	EN233	US	1	3	2	4	2	1	2	1	3	2	1	1	1	5	5	5	5	5	5	5	4	7	7	6	4	6	2	6	6	3	6	7	4	4	3	4	2	4	10	10	9	10	10	10	7	6	5	8	7	9	8	10	8	7	2	7	3	4	6	5	1	5	6	3	6	7	7	7	6	6	4	NA	NA	1	34	South	Catholic 	United states	Usa	Homemaker 	Texas 	Yes	Basic	Vocational School / Technical College / Communication College (Associate Degree)	B
954	EN234	US	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	4	7	7	4	3	7	1	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	5	4	7	5	4	7	3	1	1	5	1	5	5	1	1	0	NA	NA	1	60	Northeast	Protestant	Us	Us	Retail	Pa	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
955	EN235	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	3	4	2	1	3	1	7	7	4	6	6	2	5	6	6	6	5	2	2	2	2	2	3	2	6	5	2	2	7	2	5	3	7	4	6	6	3	6	6	3	6	6	6	5	5	5	5	6	3	5	5	5	5	4	2	4	NA	NA	0	55	West	catholic	United States	United States	teacher	AZ	Yes		University / College / Undergraduate School (Bachelor Degree)	A
956	EN236	US	7	7	7	5	7	7	7	7	4	7	7	7	7	3	5	5	4	1	2	3	3	7	4	5	3	2	3	5	6	6	4	1	2	3	3	0	3	2	0	5	0	0	5	8	0	3	0	10	5	10	6	2	10	7	3	6	1	6	5	7	3	6	3	1	5	1	3	1	1	1	4	NA	NA	1	21	Northeast	christian 	united states	united states	cashier	MA	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
957	EN237	US	7	1	7	7	1	1	1	1	1	2	1	1	1	5	5	5	5	5	5	5	5	5	7	7	7	7	1	7	7	1	7	7	4	4	-4	4	4	4	10	10	10	0	0	5	0	0	0	10	0	0	0	0	0	7	7	7	7	7	7	5	7	1	7	7	7	1	7	1	1	1	0	NA	NA	1	20	Midwest	Christian 	America 	Oklahoma 	N/a	Tulsa 	Yes	Basic	Junior High School / Middle School	A
958	EN238	US	4	3	7	7	7	7	7	7	4	7	7	7	7	3	4	5	5	2	2	5	1	7	6	2	7	7	2	1	7	7	6	6	4	4	4	4	4	4	5	0	0	0	0	5	0	5	0	5	5	5	0	5	5	7	7	7	7	7	7	7	7	4	7	1	4	4	4	1	1	1	10	NA	NA	1	26	West	Christian	USA	US	Unemployed	US	Yes	Conversational	Other	A
959	EN239	US	5	5	5	6	6	6	6	7	5	7	7	5	5	4	4	3	4	3	4	4	3	4	3	3	4	3	2	4	4	2	4	3	3	2	3	2	2	2	7	7	5	5	6	8	5	5	6	8	5	7	5	5	8	7	6	7	5	6	7	4	4	4	7	1	4	4	4	3	5	1	0	NA	NA	Other	22	Northeast	Agnostic	United States	United States	Unemployed	Pennsylvania 	Yes		University / College / Undergraduate School (Bachelor Degree)	A
960	EN24	US	1	4	1	6	3	6	6	3	6	5	5	6	4	5	5	4	4	4	4	4	5	6	5	5	5	5	1	7	5	1	5	7	4	4	4	4	4	4	10	10	10	10	6	6	0	3	1	6	1	1	1	2	3	5	7	2	6	5	2	6	1	2	2	7	7	3	4	8	6	1	8	NA	NA	0	35	West	Christianity	United States of America	United States of America	Doctor	Alaska	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
961	EN240	US	4	5	6	7	6	5	5	7	1	7	7	3	3	2	1	1	5	3	4	4	1	7	7	4	7	4	5	4	7	7	7	7	4	4	4	4	4	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	7	6	7	7	6	6	7	7	7	5	7	4	7	4	1	1	10	NA	NA	0	30	South	Christian	USA	USA	IT Manager 	California	Yes		University / College / Undergraduate School (Bachelor Degree)	A
962	EN241	US	7	6	4	5	3	7	6	5	4	6	5	4	6	4	3	1	5	1	4	4	1	7	6	3	4	5	2	4	5	4	5	2	-4	-4	0	0	0	-4	5	8	10	0	0	9	0	0	0	10	0	10	10	4	10	7	5	5	7	7	6	4	7	7	7	5	6	6	4	2	1	1	0	NA	NA	1	35	Midwest	Atheist	Usa	Usa	Legal assistant 	Wi	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
963	EN242	US	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	6	6	6	6	6	2	6	6	2	6	6	3	3	3	3	3	3	9	9	8	8	8	8	10	8	8	8	8	8	8	8	8	6	2	6	2	2	6	6	2	6	6	2	6	6	6	6	6	5	2	NA	NA	0	45	Midwest	Roman catholic 	United State 	UnitedState 	education 	florida	Yes		University / College / Undergraduate School (Bachelor Degree)	A
964	EN243	US	6	7	7	7	7	7	7	7	7	7	7	7	7	3	4	2	4	4	4	4	3	5	4	1	1	1	2	4	2	2	2	2	0	4	4	4	4	4	0	3	5	0	3	8	0	5	5	8	5	7	7	5	9	5	4	6	5	7	5	4	6	5	6	6	5	3	5	5	5	2	1	NA	NA	0	33	Midwest	None	United states	Usa	Engineer	Ks	Yes		University / College / Undergraduate School (Bachelor Degree)	B
965	EN244	US	7	7	7	7	7	7	7	7	4	7	7	7	7	5	5	3	4	1	3	4	1	5	1	6	1	4	1	2	1	4	1	5	0	0	0	1	1	4	5	6	5	0	5	9	5	7	8	9	9	6	9	5	5	7	2	7	6	7	7	7	4	6	6	3	7	5	5	5	2	1	0	NA	NA	0	54	Midwest	none	United States	United States	Retired	MO	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
966	EN245	US	3	2	3	2	4	1	4	1	4	4	2	1	2	5	3	4	4	5	3	4	4	7	7	7	7	6	3	6	6	2	7	5	4	4	4	0	2	4	8	4	6	8	9	9	9	4	6	8	6	7	9	6	3	7	1	6	2	1	6	4	2	5	6	3	5	6	7	7	7	4	2	NA	NA	0	38	Northeast	Catholic 	EEUU	Newark	CEO IT company 	New Jersey 	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
967	EN246	US	7	5	6	6	6	7	6	7	6	7	6	6	6	4	4	3	4	4	2	3	2	2	2	2	4	2	6	2	3	7	7	6	4	4	4	4	4	4	0	10	10	0	0	0	0	0	0	10	0	10	1	4	10	7	6	7	6	7	7	7	1	6	6	7	7	4	4	3	1	1	10	NA	NA	1	34	Northeast	Christian	Usa	Usa	Na	Mo	Yes	Basic	Junior High School / Middle School	A
968	EN247	US	1	7	7	7	7	6	7	7	7	7	7	7	7	1	1	2	4	5	3	1	4	4	6	1	3	3	2	3	1	5	4	4	3	0	-2	-3	3	3	2	3	1	2	1	1	4	1	2	1	2	8	4	2	1	1	4	4	7	1	6	5	5	4	2	6	5	3	4	2	2	5	3	NA	NA	1	22	Northeast	Christianity	United States	Georgia 	McDonald驕ｯｽｶ陷ｽｱ 	Georgia 	Yes		Junior High School / Middle School	A
969	EN248	US	6	6	7	7	7	7	7	7	7	7	7	7	7	5	4	4	5	3	4	4	3	7	7	5	7	5	2	6	7	3	6	6	4	4	4	4	4	4	10	10	8	6	9	10	7	10	9	10	10	10	10	10	10	7	7	7	5	7	7	7	3	6	7	5	7	5	7	5	2	1	10	NA	NA	1	28	South	Christian 	USA	USA	Homemaker	SC	Yes		Junior High School / Middle School	A
970	EN249	US	7	7	7	7	7	7	7	7	7	7	7	7	7	2	4	3	3	2	3	1	2	4	5	3	1	2	4	3	2	5	2	2	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	5	6	4	7	4	6	6	2	5	7	7	5	3	1	1	NA	NA	1	43	Northeast	Christian 	United States 	United States 	Restaurant owner	Virginia	Yes		Other	A
971	EN25	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	9	10	9	9	9	10	7	1	6	1	1	7	7	1	6	6	1	6	7	6	8	8	4	5	NA	NA	0	37	Northeast	Muslim	New York	United States	IT Manager	New York	Yes	Basic	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
972	EN250	US	6	7	7	7	7	7	7	7	6	7	7	6	6	4	3	1	3	1	5	2	1	4	1	4	1	4	1	1	1	2	1	1	3	3	3	2	3	3	7	10	0	0	5	5	0	0	0	10	5	10	5	0	9	4	6	6	6	7	5	4	4	5	4	7	4	2	5	1	1	1	0	NA	NA	1	27	South	Christianity	United States 	United States	Customer Service Representative 	South Carolina	Yes		Other	A
973	EN251	US	7	7	4	7	7	7	7	7	4	7	7	7	7	4	4	2	5	2	3	4	2	7	4	4	4	3	2	2	6	7	4	1	4	4	4	4	4	4	0	3	0	0	0	4	0	0	0	10	9	6	0	0	5	7	3	7	6	7	7	6	3	7	7	7	7	7	7	8	1	1	10	NA	NA	0	59	Northeast	Baptist 	United States of America 	United States of America 	Disabled 	Tennessee 	Yes		Vocational School / Technical College / Communication College (Associate Degree)	B
974	EN252	US	4	7	7	7	7	7	7	7	7	7	7	7	7	3	5	4	4	4	4	4	4	6	4	4	4	4	2	5	4	4	4	4	2	2	3	3	3	4	5	3	3	2	5	5	2	2	1	5	3	3	2	2	2	6	4	5	5	3	6	5	3	6	5	4	4	4	3	6	2	1	2	NA	NA	1	42	Northeast	Catholic	USA	USA	Nurse	Pa	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
975	EN253	US	4	7	7	6	7	7	7	7	7	7	7	7	7	5	5	3	5	3	4	4	5	5	1	4	3	1	1	1	5	1	1	1	0	4	4	0	4	4	0	10	0	0	3	10	0	5	3	10	10	10	5	5	10	7	1	7	5	5	5	7	5	5	3	4	7	5	6	6	3	1	0	NA	NA	0	21	South	Agnostic 	US	US	Food service	NC	Yes		University / College / Undergraduate School (Bachelor Degree)	B
976	EN254	US	5	3	5	5	5	5	2	3	2	6	7	5	6	2	1	1	3	1	3	4	2	6	7	6	7	6	7	6	7	2	6	6	4	3	3	4	4	4	1	6	0	0	3	8	0	0	0	9	0	8	1	0	9	6	7	7	7	7	6	6	6	5	6	2	6	6	6	6	4	1	10	NA	NA	0	30	South	Christian 	USA	USA	doctor	NEW YORK 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
977	EN255	US	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	3	5	4	4	4	4	4	1	4	1	1	1	2	1	4	1	1	4	4	4	4	4	4	5	10	10	5	5	10	5	10	0	10	10	10	10	10	10	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	2	2	10	NA	NA	1	40	West	None	Usa	Usa	Hospitality management	New mexico	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
978	EN256	US	4	4	3	7	4	7	7	7	3	7	7	6	5	4	4	3	5	5	5	4	5	4	2	5	2	1	1	2	2	7	1	5	4	4	4	4	4	4	5	10	0	0	2	6	5	4	6	10	9	10	7	5	10	6	6	6	6	6	7	7	4	4	6	5	5	4	5	3	2	1	10	NA	NA	1	23	West	LDS	USA 	USA 	Shipper/Receiver	UT	Yes		University / College / Undergraduate School (Bachelor Degree)	A
979	EN257	US	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	1	4	4	4	4	4	4	0	5	5	0	0	5	0	0	5	5	5	5	5	5	5	6	5	4	5	6	6	6	5	3	6	5	6	5	6	2	1	1	1	NA	NA	1	51	Midwest	Self	Usa	Usa	Store owner	Ks	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
980	EN258	US	1	1	2	1	1	4	4	7	1	1	7	1	1	1	2	1	5	2	2	3	1	7	7	4	4	3	4	7	7	7	4	3	4	4	4	4	3	0	0	7	0	0	1	7	0	0	0	9	0	5	0	0	5	4	1	4	2	4	4	3	6	5	5	2	5	5	5	7	8	6	0	NA	NA	0	56	Midwest	nonpracticing nondenominatinal Christian	United States	United States	retired engineer	OH	Yes		University / College / Undergraduate School (Bachelor Degree)	B
981	EN259	US	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	5	2	4	4	1	7	7	1	4	4	4	7	1	7	4	2	-4	-4	-4	-4	-4	-4	0	0	5	0	0	0	0	0	0	7	0	1	0	0	3	5	7	6	7	7	5	6	5	5	6	4	5	5	4	5	3	1	2	NA	NA	0	29	West	None	United States	United States	Student	CA	Yes		Other	A
982	EN26	US	1	1	1	1	1	3	7	7	1	7	6	4	4	5	5	5	5	5	5	5	5	3	7	7	4	5	2	4	5	3	7	5	4	4	4	4	4	4	10	10	10	10	10	10	10	9	5	7	5	3	3	5	8	7	1	7	1	1	7	7	1	7	7	1	7	6	6	7	4	4	2	NA	NA	1	30	West	Catholic	United States	United States	Employee	California	Yes		University / College / Undergraduate School (Bachelor Degree)	A
983	EN260	US	6	7	7	7	7	7	7	6	6	5	6	6	6	5	5	1	4	3	1	4	1	7	4	6	7	4	4	5	5	3	4	6	4	4	4	4	4	4	10	5	10	5	5	7	5	10	5	10	10	7	10	10	5	5	1	5	4	6	6	5	2	7	4	3	7	4	2	6	5	6	3	NA	NA	1	50	South	baptist	United States	United States	Lockbox Associate	NC	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
984	EN261	US	2	3	3	2	3	3	3	3	3	3	3	3	4	4	3	4	4	4	3	3	4	5	7	5	5	6	3	6	5	5	7	6	4	4	4	3	3	3	9	8	9	9	6	8	7	8	8	9	7	8	8	7	8	5	3	6	1	2	6	4	2	5	6	2	6	5	6	7	3	1	6	NA	NA	0	46	Northeast	Christian 	USA	USA	Manger	New York	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
985	EN262	US	5	7	6	7	7	7	7	7	7	7	7	7	7	5	4	4	5	5	5	4	4	6	4	4	1	1	1	1	1	2	2	1	0	1	4	3	3	3	1	8	0	0	3	6	0	0	0	7	1	10	2	0	10	7	7	7	6	6	6	7	7	7	7	7	7	6	7	5	5	2	1	NA	NA	1	20	Northeast	None	Us	Us	House	Ri	Yes		Other	B
986	EN263	US	4	4	4	4	4	4	7	7	5	7	7	4	4	5	5	3	5	5	5	5	4	7	7	7	5	7	2	7	7	2	5	6	2	2	4	4	4	4	0	5	0	0	5	5	5	0	0	10	0	10	0	5	10	7	7	7	3	6	7	4	7	7	7	1	7	5	6	1	1	1	0	NA	NA	1	20	Midwest	None	USA 	USA 	Cna 	IN	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
987	EN264	US	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	7	7	7	7	7	1	7	7	1	7	7	4	4	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	5	5	10	7	6	7	1	6	7	7	4	7	7	1	7	7	7	7	7	7	9	NA	NA	0	34	Northeast	Christianity 	United States of America 	United States of America 	Business Owner 	New York City 	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
988	EN265	US	7	7	7	4	7	7	7	7	7	7	7	7	7	5	5	5	5	1	1	5	1	7	4	1	5	7	4	7	4	7	1	4	4	4	4	4	4	4	10	5	10	0	0	5	5	0	0	5	5	5	0	5	10	1	7	7	7	7	7	7	7	7	7	1	7	7	7	2	1	1	2	NA	NA	0	51	West	Methodist 	United states of America 	Colorado 	Meat dept stocker	Colorado	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
989	EN266	US	2	3	6	6	7	7	7	5	6	7	7	4	4	4	4	4	5	2	2	5	2	7	7	7	7	6	1	6	7	7	7	7	4	3	4	4	3	4	8	9	2	2	8	8	3	8	9	10	10	10	8	9	9	7	7	7	7	7	7	7	3	5	7	2	6	6	7	5	1	1	0	NA	NA	1	34	Northeast	No religion 	United States of America 	United States of America 	Manager 	New York 	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	A
990	EN267	US	3	4	3	4	3	4	4	3	3	4	3	4	3	3	4	3	3	3	4	2	3	3	4	5	4	5	4	5	4	4	5	5	0	1	-1	1	1	0	5	6	4	6	5	6	5	6	5	6	5	4	6	5	6	4	4	5	2	4	5	3	3	3	4	5	4	5	4	4	3	4	3	NA	NA	0	45	South	Protestant 	USA	USA	Communication / information 	FLORIDA 	Yes	Conversational	Vocational School / Technical College / Communication College (Associate Degree)	B
991	EN268	US	6	6	5	6	6	7	7	7	4	5	5	5	7	4	4	3	4	4	4	4	5	7	6	6	7	6	1	6	7	2	6	7	2	2	3	4	3	0	8	7	7	9	7	6	6	5	1	5	6	9	1	1	4	6	1	7	4	6	6	6	3	6	6	6	6	2	6	6	4	5	10	NA	NA	0	40	South	Protestant 	US	US	Manager at a Financial Institution	Georgia	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
992	EN269	US	7	7	6	7	7	7	7	7	6	7	7	7	7	5	4	3	4	5	5	4	4	7	6	4	5	7	2	6	5	2	4	7	4	4	3	2	4	4	10	9	8	8	9	8	1	2	5	5	8	8	7	7	9	6	7	5	5	7	3	7	4	7	7	3	7	7	7	7	6	7	10	NA	NA	1	40	Northeast	Christian 	United States	United States	IT professional	Indiana	Yes		Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
993	EN27	US	2	3	4	3	4	3	5	2	4	4	4	4	5	4	4	4	4	4	3	5	4	5	7	6	5	7	1	5	7	2	7	4	4	4	4	4	4	4	5	6	8	3	10	10	4	6	9	5	5	9	6	8	10	6	2	5	2	2	7	7	3	3	5	3	4	7	6	8	8	7	9	NA	NA	0	35	Northeast	Christianity	USA	USA	Healthcare specialist	NY	Yes	Native	Graduate University / Professional School (Master's Degree, Doctoral Degree)	A
994	EN270	US	7	7	4	7	7	7	7	7	7	7	7	7	7	5	5	5	4	3	3	4	1	6	4	4	2	2	4	2	2	4	2	2	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	10	0	10	0	0	10	7	7	7	7	7	7	6	1	7	7	7	7	7	7	4	2	2	6	NA	NA	1	52	Northeast	Catholic 	United States	United States	Homemaker 	MA	Yes		Other	B
995	EN271	US	1	2	7	7	1	7	1	7	1	7	1	4	7	1	5	1	2	1	1	2	1	1	2	1	3	1	7	4	1	6	1	7	4	4	0	-4	4	4	0	5	0	10	10	10	0	10	10	0	0	0	0	10	10	1	1	1	1	1	7	7	1	1	7	1	1	7	7	8	1	7	0	NA	NA	0	30	South	Muslim 	Unated states 	Unated states 	Unated states 	New York 	Yes	Native	University / College / Undergraduate School (Bachelor Degree)	A
996	EN272	US	7	7	4	1	1	7	7	7	7	7	7	7	7	5	5	5	5	1	1	5	1	4	4	4	4	4	4	4	6	7	4	3	4	4	4	4	4	4	10	0	0	0	0	0	0	0	0	10	10	0	0	0	0	7	7	7	7	7	7	7	7	7	7	1	7	7	7	1	1	1	10	NA	NA	1	42	Midwest	Babtist	Missouri	Missouri	Self employed	St.Louis	Yes		University / College / Undergraduate School (Bachelor Degree)	A
997	EN273	US	1	2	2	3	2	2	1	3	2	2	1	2	1	5	4	5	4	5	5	4	5	6	7	5	6	6	1	5	5	2	6	7	4	2	3	2	3	3	10	9	8	9	9	10	9	9	10	9	10	9	8	9	8	6	3	7	1	1	6	7	2	5	6	2	6	5	6	6	7	7	8	NA	NA	0	30	West	California	USA	California	California	San francisco	Yes		University / College / Undergraduate School (Bachelor Degree)	A
998	EN274	US	5	1	3	1	1	4	7	6	1	7	7	1	2	5	5	2	5	3	4	4	2	7	6	3	7	3	1	6	6	5	6	6	-4	-4	-4	-4	-4	-3	0	2	0	0	0	3	0	0	0	3	0	1	0	0	2	7	7	7	7	7	7	5	1	7	7	7	7	7	7	8	6	5	0	NA	NA	0	30	West	Atheist 	United States	United States	Engineer	Arizona	Yes		University / College / Undergraduate School (Bachelor Degree)	A
999	EN275	US	3	4	3	3	3	4	3	4	3	4	5	4	4	1	2	1	3	4	4	4	3	7	7	4	6	6	3	6	7	6	6	6	4	2	3	3	3	3	0	5	3	1	0	5	0	2	1	6	5	6	6	6	7	6	4	5	5	3	4	5	5	5	5	3	4	4	4	2	1	1	10	NA	NA	1	54	Northeast	roman catholic	United States	United States		CT	Yes		Vocational School / Technical College / Communication College (Associate Degree)	A
